"REGISTRATION","VALID_SINCE","VALID_UNTIL","AC_OPERATOR","AC_OWNER","AC_SUBTYPE","AC_LOGICAL_NO","AC_STATE","DRY_OPERATING_WGT","MAX_TAKEOFF_WGT","CARGO_CAPACITY","FUEL_CAPACITY","AVG_FUEL_CONSUMP","AC_INDEX","CREWSIZE_COCKPIT","CREWSIZE_CABIN","STD_VERSION","AP_RESTRICTION","AC_OWNER_NAME","AC_SUBTYPE_NAME","AC_CATEGORY","REMARK","FUEL_MEASURE_UNIT","AC_CALLSIGN","RADIO","NOISE","PHONE","SPECIAL_EQUIPMENT","ACARS","ALT_REG","RECORD_ID","LAST_UPDATE","LAST_UPDATE_USER_ID","STD_VERSION_ALT_1","STD_VERSION_ALT_2","STD_VERSION_ALT_3","STD_VERSION_ALT_4","ILS_EQUIPMENT","AUTOLAND","HOMEBASE"
"BHNA",01-JAN-15,20-AUG-19,"CX ","CX","777",4,"R",135973,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",633166,02-MAR-22,"netline","","","","","I","Y",""
"BHNB",26-OCT-14,31-DEC-14,"CX ","CX","777",1,"R",136293,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",633167,02-MAR-22,"netline","","","","","I","Y",""
"BHNB",01-JAN-15,31-DEC-18,"CX ","CX","777",1,"R",136293,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",633168,02-MAR-22,"netline","","","","","I","Y",""
"BHNC",26-OCT-14,31-DEC-14,"CX ","CX","777",3,"R",135450,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",633169,02-MAR-22,"netline","","","","","I","Y",""
"BKPV",12-SEP-19,31-DEC-35,"CX ","CX","77A",23,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","6F/53J/34W/201Y = 294 (ASP LONG TERM PARKING FROM 26OCT20)                      ","kg ","","",,"","","","",489294,02-MAR-22,"netline","","","","","I","Y",""
"BKQM",18-SEP-19,31-DEC-35,"CX ","CX","77A",24,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","6F/53J/34W/201Y = 294 (ASP LONG TERM PARKING FROM 26OCT20)                      ","kg ","","",,"","","","",489295,02-MAR-22,"netline","","","","","I","Y",""
"BHNX",06-AUG-19,31-DEC-35,"CX ","CX","77P",15,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 16OCT20)                             ","kg ","","",,"","","","",489296,02-MAR-22,"netline","","","","","I","Y",""
"LDA3F",22-JUL-19,31-DEC-35,"LD ","LD","A3F",0,"O",0,0,0,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","-                                                                               ","kg ","","",,"","","","",491675,02-MAR-22,"netline","","","","","I","Y",""
"BLDO",22-JUL-19,30-OCT-20,"LD ","LD","A3F",1,"R",0,217000,59500,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","A330-300P2F.                                                                    ","kg ","","",,"","","","",491680,02-MAR-22,"netline","","","","","I","Y",""
"BLDP",22-JUL-19,27-MAR-20,"LD ","LD","A3F",2,"R",0,217000,59500,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","A330-300P2F.                                                                    ","kg ","","",,"","","","",491681,02-MAR-22,"netline","","","","","I","Y",""
"BLQB",18-JUN-19,31-DEC-35,"CX ","CX","35G",26,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",496367,02-MAR-22,"netline","","","","","I","Y",""
"CX77J",01-JUL-22,31-DEC-35,"CX ","CX","77J",0,"O",0,0,0,0,0,110,0,0,"STN","N","CX                            ","77J                           ","J","-                                                                               ","kg ","","",,"","","","",518945,25-OCT-24,"iocltm","","","","","I","Y",""
"BKPX",15-NOV-19,19-JUL-25,"CX ","CX","77A",27,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","6F/53J/34W/201Y = 294                                                           ","kg ","","",,"","","","",527094,28-MAY-25,"iocltm","","","","","I","Y",""
"BHNC",01-JAN-15,23-OCT-19,"CX ","CX","777",3,"R",135450,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42J/293Y = 335                                                                  ","kg ","","",,"","","S","",633170,02-MAR-22,"netline","","","","","I","Y",""
"BHND",26-OCT-14,31-DEC-14,"CX ","CX","777",5,"R",135398,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42Y/293Y = 335                                                                  ","kg ","","",,"","","S","",633171,02-MAR-22,"netline","","","","","I","Y",""
"BHND",01-JAN-15,28-FEB-20,"CX ","CX","777",5,"R",135398,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42Y/293Y = 335                                                                  ","kg ","","",,"","","S","",633172,02-MAR-22,"netline","","","","","I","Y",""
"BHNL",26-OCT-14,31-DEC-14,"CX ","CX","777",2,"R",135484,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42Y/293Y = 335                                                                  ","kg ","","",,"","","S","",633173,02-MAR-22,"netline","","","","","I","Y",""
"BHNL",01-JAN-15,12-DEC-18,"CX ","CX","777",2,"R",135484,247207,0,0,0,110,0,0,"STN","N","CATHAY PACIFIC                ","777                           ","J","42Y/293Y = 335                                                                  ","kg ","","",,"","","S","",633174,02-MAR-22,"netline","","","","","I","Y",""
"CX777",01-JAN-14,25-OCT-14,"CX ","CX","777",0,"O",0,0,0,0,0,110,0,0,"STN","N","CX                            ","777                           ","J","-                                                                               ","kg ","","",,"","","","",633175,02-MAR-22,"netline","","","","","I","Y",""
"BLXG",27-NOV-18,31-DEC-18,"CX ","CX","35J",7,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",435373,02-MAR-22,"netline","","","","","I","Y",""
"BHNU",27-SEP-18,31-DEC-18,"CX ","CX","77P",3,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 18SEP20)                             ","kg ","","",,"","","S","",435396,02-MAR-22,"netline","","","","","I","Y",""
"BHNJ",27-DEC-18,31-DEC-18,"CX ","CX","77P",5,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 09AUG20)                             ","kg ","","",,"","","S","",451062,02-MAR-22,"netline","","","","","I","Y",""
"BHNP",30-DEC-19,31-DEC-35,"CX ","CX","77P",17,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 31AUG20)                             ","kg ","","",,"","","","",527297,02-MAR-22,"netline","","","","","I","Y",""
"BKPD",22-JAN-20,31-DEC-35,"CX ","CX","77A",29,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","6F/53J/34W/201Y = 294 (ASP LONG TERM PARKING FROM 28SEP20)                      ","kg ","","",,"","","","",532087,02-MAR-22,"netline","","","","","I","Y",""
"BLDR",13-JUN-20,31-DEC-35,"LD ","LD","A3F",2,"R",0,217000,59500,0,0,270,0,0,"VVSTN","N","LD                            ","A3F                           ","J","A330-300P2F.                                                                    ","kg ","","",,"","","","",566651,02-MAR-22,"netline","","","","","I","Y",""
"BKPF",26-DEC-19,10-JAN-25,"CX ","CX","77A",21,"R",0,0,0,0,0,95,0,0,"STN","N","CX                            ","77A                           ","J","6F/53J/34W/201Y = 294 (ASP LONG TERM PARKING FROM O2OCT20)                      ","kg ","","",,"","","","",532092,27-DEC-24,"iocrml","","","","","I","Y",""
"BHNO",31-JAN-20,31-DEC-35,"CX ","CX","77P",16,"R",0,0,0,0,0,125,0,0,"STN","N","CX                            ","77P                           ","J","42J/396Y = 438 (ASP LONG TERM PARKING FROM 28AUG20)                             ","kg ","","",,"","","","",532093,02-MAR-22,"netline","","","","","I","Y",""
"BHLM",12-DEC-20,31-DEC-35,"CX ","CX","33P",3,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317                                                                  ","kg ","","",,"","","S","",586658,02-MAR-22,"netline","","","","","I","Y",""
"BHLN",12-DEC-20,31-DEC-35,"CX ","CX","33P",2,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317 (ASP LONG TERM PARKING FROM 07OCT20)                             ","kg ","","",,"","","S","",586659,02-MAR-22,"netline","","","","","I","Y",""
"BHLT",12-DEC-20,31-DEC-35,"CX ","CX","33P",4,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317 (ASP LONG TERM PARKING FROM 07OCT20)                             ","kg ","","",,"","","S","",586660,02-MAR-22,"netline","","","","","I","Y",""
"BHLO",12-DEC-20,31-DEC-35,"CX ","CX","33P",1,"R",122018,217000,0,0,0,55,0,0,"STN","N","CATHAY PACIFIC                ","330                           ","J","24J/293Y = 317                                                                  ","kg ","","",,"","","S","",586661,02-MAR-22,"netline","","","","","I","Y",""
"BHLE",31-DEC-20,31-DEC-22,"CX ","CX","33B",4,"R",0,233000,0,0,0,50,0,0,"STN","N","CX                            ","33B                           ","J","42J/265Y = 307 (CQM LONG TERM PARKING FROM 13OCT20)                             ","kg ","","",,"","","","",591548,13-JAN-23,"iocstn","","","","","I","Y",""
"BHWM",09-AUG-21,31-DEC-35,"CX ","CX","33B",5,"R",0,233000,0,0,0,50,0,0,"STN","N","CX                            ","33B                           ","J","42J/265Y = 307                                                                  ","kg ","","",,"","","","",616585,02-MAR-22,"netline","","","","","I","Y",""
"BHTJ",28-MAY-21,15-FEB-22,"CX ","CX","32P",5,"R",0,0,0,0,0,40,0,0,"STN","N","CX                            ","32P                           ","J","-                                                                               ","kg ","","",,"","","","",632730,02-MAR-22,"netline","","","","","I","Y",""
"CX777",26-OCT-14,31-DEC-14,"CX ","CX","777",0,"O",0,0,0,0,0,110,0,0,"STN","N","CX                            ","777                           ","J","-                                                                               ","kg ","","",,"","","","",633176,02-MAR-22,"netline","","","","","I","Y",""
"CX777",01-JAN-15,01-OCT-22,"CX ","CX","777",0,"O",0,0,0,0,0,110,0,0,"STN","N","CX                            ","777                           ","J","-                                                                               ","kg ","","",,"","","","",633177,25-OCT-24,"iocltm","","","","","I","Y",""
"CX330",01-JAN-14,29-MAR-14,"CX ","CX","330",0,"O",0,0,0,0,0,50,0,0,"STN","N","CX                            ","330                           ","J","-                                                                               ","kg ","","",,"","","","",633409,02-MAR-22,"netline","","","","","I","Y",""
"CX330",30-MAR-14,31-DEC-35,"CX ","CX","330",0,"O",0,0,0,0,0,50,0,0,"STN","N","CX                            ","330                           ","J","-                                                                               ","kg ","","",,"","","","",633410,02-MAR-22,"netline","","","","","I","Y",""
"BHNE",01-JAN-16,31-DEC-17,"CX ","CX","773",8,"R",153359,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633412,02-MAR-22,"netline","","","","","I","Y",""
"BHNE",01-JAN-18,19-MAY-18,"CX ","CX","773",8,"R",153359,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633413,02-MAR-22,"netline","","","","","I","Y",""
"BHNF",01-JAN-16,31-DEC-17,"CX ","CX","773",12,"R",153878,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633414,02-MAR-22,"netline","","","","","I","Y",""
"BHNF",01-JAN-18,03-JUL-19,"CX ","CX","773",12,"R",153878,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633415,02-MAR-22,"netline","","","","","I","Y",""
"BHNG",01-JAN-16,31-DEC-17,"CX ","CX","773",9,"R",152556,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633416,02-MAR-22,"netline","","","","","I","Y",""
"BHNG",01-JAN-18,20-JUL-19,"CX ","CX","773",9,"R",152556,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633417,02-MAR-22,"netline","","","","","I","Y",""
"BHNH",01-JAN-16,31-DEC-17,"CX ","CX","773",11,"R",152755,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633418,02-MAR-22,"netline","","","","","I","Y",""
"BHNH",01-JAN-18,25-FEB-19,"CX ","CX","773",11,"R",152755,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633419,02-MAR-22,"netline","","","","","I","Y",""
"BHNI",01-JAN-16,31-DEC-17,"CX ","CX","773",3,"R",153599,263083,0,0,0,120,0,0,"STN","N","CATHAY PACIFIC                ","773                           ","J","42J/356Y = 398                                                                  ","kg ","","",,"","","S","",633420,02-MAR-22,"netline","","","","","I","Y",""
"BHPF",01-DEC-21,31-DEC-35,"CX ","CX","32Q",6,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",637296,02-MAR-22,"netline","","","","","I","Y",""
"BKQL",01-APR-22,14-DEC-22,"CX ","CX","77C",7,"R",0,0,0,0,0,115,0,0,"STN","N","CX                            ","77C                           ","J","CARGO UPLIFT ONLY ACFT                                                          ","kg ","","",,"","","S","",49262,17-NOV-22,"iocrml","","","","","I","Y",""
"BHPO",24-DEC-22,31-DEC-35,"CX ","CX","32Q",9,"R",0,0,0,0,0,30,0,0,"STN","N","CX                            ","32Q                           ","J","12J/190Y = 202                                                                  ","kg ","","",,"","","","",51807,31-JAN-23,"iocbyc","","","","","I","Y",""
"BLXP",01-SEP-21,31-DEC-35,"CX ","CX","35J",16,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",680982,26-AUG-22,"netline","","","","","I","Y",""
"BLXR",01-SEP-21,31-DEC-35,"CX ","CX","35J",18,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",680983,26-AUG-22,"netline","","","","","I","Y",""
"BLXQ",01-SEP-21,31-DEC-35,"CX ","CX","35J",17,"R",0,268000,0,0,0,15,0,0,"STN","N","CX                            ","35J                           ","J","46J/32W/256Y = 334                                                              ","kg ","","",,"","","S","",680984,26-AUG-22,"netline","","","","","I","Y",""
"BHNR",30-NOV-22,31-DEC-35,"CX ","CX","77K",24,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","S","",51285,17-NOV-22,"iocrml","","","","","I","Y",""
"BKQL",15-DEC-22,23-MAY-25,"CX ","CX","77K",25,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368 (ASP LONG TERM PARKING FROM 23OCT20)                         ","kg ","","",,"","","S","",51286,23-APR-25,"iocltm","","","","","I","Y",""
"BKQR",10-JAN-23,31-DEC-35,"CX ","CX","77K",26,"R",0,0,0,0,0,105,0,0,"STN","N","CX                            ","77K                           ","J","40J/32W/296Y = 368                                                              ","kg ","","",,"","","S","",51287,17-NOV-22,"iocrml","","","","","I","Y",""
"BLBJ",13-DEC-22,31-DEC-35,"CX ","CX","33J",8,"R",124887,233000,0,0,0,80,0,0,"STN","N","CATHAY PACIFIC                ","33J                           ","J","28J/265Y = 293                                                                  ","kg ","","",,"","","","",642927,10-FEB-23,"iocrml","","","","","I","Y",""
"BKPH",01-JAN-16,09-APR-21,"CX ","CX","77H",28,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y=275 / TRNG FLT RESTRICTION DUE ADDITIONAL RENT FOR EXCESS CYCLES","kg ","","",,"","","S","",633682,02-MAR-22,"netline","","","","","I","Y",""
"BKPI",01-JAN-16,04-APR-19,"CX ","CX","77H",27,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633683,02-MAR-22,"netline","","","","","I","Y",""
"BKPJ",01-JAN-16,28-OCT-19,"CX ","CX","77H",29,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633684,02-MAR-22,"netline","","","","","I","Y",""
"BKPK",01-JAN-16,21-JUN-21,"CX ","CX","77H",4,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633685,02-MAR-22,"netline","","","","","I","Y",""
"BKPL",01-JAN-16,14-OCT-18,"CX ","CX","77H",5,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/43W/182Y = 275. ONEWORLD LIVERY                                          ","kg ","","",,"","","S","",633686,02-MAR-22,"netline","","","","","I","Y",""
"BKPM",01-JAN-16,20-OCT-19,"CX ","CX","77H",6,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633687,02-MAR-22,"netline","","","","","I","Y",""
"BKPN",01-JAN-16,02-NOV-18,"CX ","CX","77H",7,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633688,02-MAR-22,"netline","","","","","I","Y",""
"BKPO",01-JAN-16,20-NOV-18,"CX ","CX","77H",8,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633689,02-MAR-22,"netline","","","","","I","Y",""
"BKPP",01-JAN-16,18-MAR-19,"CX ","CX","77H",9,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633690,02-MAR-22,"netline","","","","","I","Y",""
"BKPQ",01-JAN-16,25-JUL-18,"CX ","CX","77H",10,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633691,02-MAR-22,"netline","","","","","I","Y",""
"BKPR",01-JAN-16,09-SEP-18,"CX ","CX","77H",11,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633692,02-MAR-22,"netline","","","","","I","Y",""
"BKPS",01-JAN-16,28-JUN-19,"CX ","CX","77H",12,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633693,02-MAR-22,"netline","","","","","I","Y",""
"BKPT",01-JAN-16,18-JUL-19,"CX ","CX","77H",13,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633694,02-MAR-22,"netline","","","","","I","Y",""
"BKPU",01-JAN-16,21-AUG-19,"CX ","CX","77H",14,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633696,02-MAR-22,"netline","","","","","I","Y",""
"BKPV",01-JAN-16,11-SEP-19,"CX ","CX","77H",15,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633697,02-MAR-22,"netline","","","","","I","Y",""
"BKPW",01-JAN-16,22-NOV-19,"CX ","CX","77H",16,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633698,02-MAR-22,"netline","","","","","I","Y",""
"BKPX",01-JAN-16,14-NOV-19,"CX ","CX","77H",17,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633699,02-MAR-22,"netline","","","","","I","Y",""
"BKQG",01-JAN-16,23-JAN-19,"CX ","CX","77H",18,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633700,02-MAR-22,"netline","","","","","I","Y",""
"BKQH",01-JAN-16,01-MAR-19,"CX ","CX","77H",2,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633701,02-MAR-22,"netline","","","","","I","Y",""
"BKQI",01-JAN-16,27-MAR-19,"CX ","CX","77H",3,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633702,02-MAR-22,"netline","","","","","I","Y",""
"BKQJ",01-JAN-16,01-MAY-19,"CX ","CX","77H",19,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633703,02-MAR-22,"netline","","","","","I","Y",""
"BKQK",01-JAN-16,27-MAY-19,"CX ","CX","77H",1,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633704,02-MAR-22,"netline","","","","","I","Y",""
"BKQM",01-JAN-16,17-SEP-19,"CX ","CX","77H",30,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633705,02-MAR-22,"netline","","","","","I","Y",""
"BKQU",01-JAN-16,16-JAN-19,"CX ","CX","77H",31,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633706,02-MAR-22,"netline","","","","","I","Y",""
"BKQV",01-JAN-16,04-FEB-19,"CX ","CX","77H",32,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633707,02-MAR-22,"netline","","","","","I","Y",""
"BKQW",01-JAN-16,25-FEB-19,"CX ","CX","77H",33,"R",153362,351534,0,0,0,90,0,0,"STN","N","CATHAY PACIFIC                ","77H                           ","J","6F/53J/34W/182Y = 275                                                           ","kg ","","",,"","","S","",633708,02-MAR-22,"netline","","","","","I","Y",""
"CX35G",01-JAN-17,31-DEC-17,"CX ","CX","35G",0,"O",0,0,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","-                                                                               ","kg ","","",,"","","","",633709,02-MAR-22,"netline","","","","","I","Y",""
"CX35G",01-JAN-18,31-DEC-35,"CX ","CX","35G",0,"O",0,0,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","-                                                                               ","kg ","","",,"","","","",633710,06-FEB-24,"iocppw","","","","","I","Y",""
"BLRA",01-JAN-17,31-DEC-17,"CX ","CX","35G",1,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633711,02-MAR-22,"netline","","","","","I","Y",""
"BLRA",01-JAN-18,31-DEC-35,"CX ","CX","35G",1,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633712,02-MAR-22,"netline","","","","","I","Y",""
"BLRB",01-JAN-17,31-DEC-17,"CX ","CX","35G",2,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633713,02-MAR-22,"netline","","","","","I","Y",""
"BLRB",01-JAN-18,31-DEC-35,"CX ","CX","35G",2,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633714,02-MAR-22,"netline","","","","","I","Y",""
"BLRC",01-JAN-17,31-DEC-17,"CX ","CX","35G",3,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633715,02-MAR-22,"netline","","","","","I","Y",""
"BLRC",01-JAN-18,31-DEC-35,"CX ","CX","35G",3,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633716,02-MAR-22,"netline","","","","","I","Y",""
"BLRD",01-JAN-17,31-DEC-17,"CX ","CX","35G",4,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633717,02-MAR-22,"netline","","","","","I","Y",""
"BLRD",01-JAN-18,31-DEC-35,"CX ","CX","35G",4,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633720,02-MAR-22,"netline","","","","","I","Y",""
"BLRE",01-JAN-17,31-DEC-17,"CX ","CX","35G",5,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633721,02-MAR-22,"netline","","","","","I","Y",""
"BLRE",01-JAN-18,31-DEC-35,"CX ","CX","35G",5,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633724,02-MAR-22,"netline","","","","","I","Y",""
"BLRF",01-JAN-17,31-DEC-17,"CX ","CX","35G",6,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633725,02-MAR-22,"netline","","","","","I","Y",""
"BLRF",01-JAN-18,31-DEC-35,"CX ","CX","35G",6,"R",0,268000,0,0,0,10,0,0,"STN","N","CX                            ","35G                           ","J","38J/28W/214Y = 280                                                              ","kg ","","",,"","","S","",633726,02-MAR-22,"netline","","","","","I","Y",""
